"Valence","Acousticness","Danceability","Energy","Instrumentalness","Liveness","Speechiness"
-0.885388892572473,-1.11623006654691,0.782640821853964,0.625910527536559,-0.547011706758086,2.11381501978556,0.382929383086227
0.882394336508323,0.659799297802057,-0.571269767396633,-0.261374164009155,-0.547003613161187,-0.759111300477099,0.4011985835056
-1.0801123152142,-0.258380364636995,0.38775023332254,-0.880236595927594,-0.539671002594072,-0.660588449987981,-0.441620529174828
0.130227390225565,0.461345480272003,0.0831203507411561,-0.358304424430115,-0.466389443076399,-0.408369952735841,0.212416845838741
-0.816662978698921,1.12815030717299,-0.904106120587404,-0.682647988146405,-0.547003864125432,-0.402740075565034,-0.407518021725331
-1.95331323204094,-1.21148789896134,-1.97595200374413,1.80771408728442,2.41436638333967,1.97306809051539,0.121070843741874
-1.65550093858888,-1.25276629300759,-0.746149885174835,0.130074964613954,-0.547011706758086,3.58321296136611,-0.397774448168332
0.928211612424024,1.19694763058341,0.607760704075762,0.223277138095647,2.5304373466168,-0.0424279366334051,-0.372806540928521
-0.950296700119716,-0.163122532222569,-1.32720317972822,0.767577831228731,-0.546650945656008,-0.492818110297941,-0.0914608544701704
-1.05720367725635,-0.954291751442387,-0.571269767396633,-0.253917990130619,-0.546789289696022,-0.250733391953253,-0.432485928965141
0.500583703877482,1.29220546299783,0.173381056691196,-0.943614073895145,-0.547011706758086,0.0870592382951488,0.334211515301231
0.321132706540986,-1.32166945845402,0.878542821925882,1.14411461209477,-0.546381159092715,0.312254325127417,-0.279633618789717
-0.778481915435837,1.14402661257539,-1.11283400309687,-0.585717727725445,-0.547011706758086,-0.278882777807287,-0.424569275450079
-0.274491880363126,-1.32013474893179,-0.943595179440547,-0.160715816648926,-0.545869819443683,-0.690989786710337,-0.420306462018892
1.71092340931725,-0.718793221306722,-0.819486708759242,0.633366701415094,1.98772716696965,0.571228674984525,-0.409953915114581
-0.102677095679248,0.278767968144353,0.218511409666215,-0.328479728915973,-0.546777996305,-0.822728912507214,-0.384377034527458
0.618944999993043,1.06199903466297,0.957520939632166,-0.693832248964208,-0.349691069186953,1.73661324934151,-0.314345099586526
-0.259219455057893,-1.28637113944268,0.133891997838054,0.405953398119764,-0.545866682390622,-0.702812528769031,-0.368543727497334
